"","","","","",
"Chan","Demigoddess","Neutral Good","Air","Warriors of Heaven",
"Chaniud","Intermediate deity","Lawful Neutral","Laws, order, structure","Ghostwalk",
"Chao Kung Ming","Demigod","Neutral Good","War","Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Charmalaine","Hero Goddess","Neutral","Keen senses and narrow escapes","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Chaugnar Faugn","Demigod","Chaotic Evil","feasting on sacrifices","Call of Cthulhu d20",
"Chauntea (Jannath)","Greater deity","Neutral Good","agriculture, elements, farmers, Forests, gardeners, plants cultivated by humans, summer, the sea and sea creatures, wild animals, wild nature","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Arcane Age: The Empire of Netheril (as Jannath), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Chel","divine level unknown","not listed","not listed","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Chemosh","Intermediate deity","Neutral Evil (Lawful Evil)","death, murder, undead, undeath","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Chi Sung-Tzu (Yu Shih)","Greater deity","Neutral","Rain","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Chih-Chiang Fyu-Ya","Demigod","Lawful Evil","Archers, archery","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Chih-Nii","Intermediate deity","Chaotic Good","Love, Spinning and weaving","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Chislev","Intermediate deity","Neutral","animals, beasts, nature, wilderness","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Chitza-Atlan","Demigod","Neutral Evil","Centaurs, guarding the underworld, the dead","http://www.wizards.com/rpga/downloads/LG_Deities.zip",
"Chronepsis (Null)","Lesser deity/Intermediate deity/Greater deity","Neutral (Lawful Neutral)","death, fatalism, Fate, final judgement, judgment, the dead exhaustion","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Draconomicon (Third Edition), Defenders of the Faith, Cult of the Dragon (as Null), On Hallowed Ground, Monster Mythology, Draconomicon (Second Edition) (as Null)",
"Chung Kuel","Intermediate deity/Greater deity","Lawful Good","Truth and testing","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Cian","divine level unknown","Neutral Good","fighter-thieves","Dragon magazine #65 - Tuatha De Danann",
"Cihuacoatl (Coatlicue)","Intermediate deity","Neutral","birth, death, Earth","Dragon magazine #356 - Class Acts: Aztec Mythos III",
"Cilborith","divine level unknown","Lawful Good","Elves","The Unknown Gods",
"Clangeddin Silverbeard","Intermediate deity/Greater deity","Lawful Good (Lawful Neutral)","battle, bravery, honor in battle, valor, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #58 - The Gods of the Dwarves",
"Cloud King","Demigod","Lawful Neutral","Clouds, weather","Warriors of Heaven",
"Coddler, The","divine level unknown","Chaotic Good","aspirations, dreams, Restful sleep","Kingdoms of Kalamar Campaign Setting",
"Confuser of Ways, The","divine level unknown","Chaotic Evil","deceit, Lies, mischief","Kingdoms of Kalamar Campaign Setting",
"Corellon Larethian","Greater deity","Chaotic Good","arts and crafts, bards, Elves, magic, music, poetry, poets, War, warriors, woodlands","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Complete Divine, Player's Handbook (Third Edition Revised), Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Living Greyhawk Journal no. 3 - Gods of Oerth, Player's Handbook (Third Edition), Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Deities & Demigods (First Edition)",
"Coreth","divine level unknown","Neutral","nature","Dragon magazine #283 - Do-It-Yourself Deities",
"Coriptis","divine level unknown","Chaotic Neutral","battle","The Unknown Gods",
"Corrno","divine level unknown","Neutral","The thief","The Unknown Gods",
"Corrupter, The","divine level unknown","Lawful Evil","Envy, injustice, jealousy","Kingdoms of Kalamar Campaign Setting",
"Coyote","Lesser deity","Chaotic Neutral","crafts, knowledge, thievery","Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Creator of Strife","divine level unknown","Chaotic Evil","Discord, foul weather, misfortune","Kingdoms of Kalamar Campaign Setting",
"Crom","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Crondussa","divine level unknown","Lawful Neutral","Eagles","The Unknown Gods",
"Cronus","Greater deity","Lawful Evil","Sinister ambition","On Hallowed Ground, Legends & Lore (Second Edition)",
"Csthenkes","divine level unknown","Neutral","Despair","Imagine magazine #26 - The Gods of Pelinore",
"Cthugha (Cthuga)","Demigod","Chaotic Evil","Fire","Call of Cthulhu d20, Deities & Demigods (First Edition)",
"Cthulhu","Demigod/Greater deity","Chaotic Evil","Water","Call of Cthulhu d20, Deities & Demigods (First Edition)",
"Cu Chulain","Demigod","not listed","War","Gods, Demi-Gods & Heroes",
"Cuiraecen","Lesser deity","Chaotic Good","battle, storms","Warriors of Heaven, On Hallowed Ground, Birthright Campaign Setting",
"Cybele","Greater deity","Neutral Good","The earth","Dragon magazine #133 - The Imperial Gods",
"Cyndor","Lesser deity","Lawful Neutral","continuity, infinity, Time","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Polyhedron magazine #140 - Powers That Be: Cyndor, Warriors of Heaven, Player's Guide to Greyhawk",
"Cyric","Greater deity","Chaotic Evil (Neutral Evil)","death, deception, illusion, intrigue, Lies, murder, strife, the dead, tyranny","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures",
"Cyrrollalee","Intermediate deity/Lesser deity","Lawful Good","crafts (especially weaving and needlework), Friendship, honesty, hospitality, protection, the hearth, the home, trust","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #171 - Defenders of the Hearth, Dragon magazine #59 - The Gods of the Halflings",
"Cyrullia","divine level unknown","not listed","Harmony/goodness","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Dacron","divine level unknown","Neutral","craftsmen","The Unknown Gods",
"Daern","Hero Goddess","Lawful Neutral","Defense and fortification","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth, Player's Guide to Greyhawk",
"Dagan","divine level unknown","not listed","Corn","Dragon magazine #16 - Near Eastern Mythos",
"Daghdha (Dagda)","Greater deity","Neutral Good (Chaotic Good) (Neutral)","authority, Crops, rulership, weather","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #65 - Tuatha De Danann, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Dahak","divine level unknown","Chaotic Evil","not listed","Sandstorm",
"Daidlin","divine level unknown","Chaotic Good","The sea's flora and fauna","Otherlands",
"Daikoku","Lesser deity","Lawful Good","Luck, Wealth","Deities & Demigods (First Edition), Dragon magazine #13 - The Japanese Mythos",
"Dainichi-Nyorai","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Dakarnok","Demigod","Lawful Evil","causing destruction and havoc among demihumans and humans (especially gnomes), subservience to Kurtulmak","Dragon magazine #63 - The Humanoids",
"Dallah Thaun","Intermediate deity","Chaotic Neutral","acquisition of wealth, death, guile, Halflings, secrets, thieves and rogues","Races of the Wild",
"Dalt","Lesser deity","Chaotic Good","doors, enclosures, keys, locks, Portals","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk",
"Damaran","Demigod","Neutral Evil (Neutral)","Vermin and cowardice","http://www.wizards.com/rpga/downloads/LG_Deities.zip, The Scarlet Brotherhood",
"Damh","Lesser deity","Chaotic Neutral","celebrations, dance, song","On Hallowed Ground, Monster Mythology",
"Danann (Danaan) (Danu)","divine level unknown","Neutral Good (Neutral)","magic, motherhood","Dragon magazine #283 - Do-It-Yourself Deities, Dragon magazine #102 - Valley of the Earth Mother, Dragon magazine #65 - Tuatha De Danann",
"Daoud","Hero God","Neutral","clarity, Humility, immediacy","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Dar-Marn-Camac","Lesser deity","Neutral","bodachs","White Dwarf magazine #39 - Inhuman Gods part I",
"Daragor","Lesser deity","Chaotic Evil","bloodlust, Marauding beasts, pain","On Hallowed Ground, Monster Mythology",
"Darahl Firecloak","Demigod/Lesser deity","Lawful Neutral (Lawful Good)","Earth and Flame phenomena, Earth/Fire magic","Warriors of Heaven, Dragon magazine #251 - Magic of the Seldarine",
"Daramulun","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Dark God","Intermediate deity/Lesser deity","Neutral Evil","Cold, Decay, enfeeblement, Eternal darkness, paralysis","On Hallowed Ground, Monster Mythology",
"Dark One, The","divine level unknown","Lawful Evil","Darkness, dusk, night","Kingdoms of Kalamar Campaign Setting",
"Darnizhaan","Lesser deity","Neutral Evil","Earth","Deities & Demigods (First Edition)",
"DauthrMan","divine level unknown","Neutral Good","death","White Dwarf magazine #42 - Irilian: A Complete AD&D City",
"Dayleeh","divine level unknown","Lawful Neutral","Vigor","Imagine magazine #26 - The Gods of Pelinore",
"Dazhbog","divine level unknown","Lawful Good","sun","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Dead Master Thieves","divine level unknown","Lawful Evil","The Thieves' Guild","Lankhmar, City of Adventure (Second Edition)",
"Death","Intermediate deity/Greater deity","Neutral","death","Lankhmar, City of Adventure (Second Edition), Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Death & Kaizuki","divine levels unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Death Crone","divine level unknown","Neutral Evil","death, death magic, taking souls","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Deep Duerra","Demigoddess","Lawful Evil","conquest, duergar psionicists, duergar warriors, expansion, psionics","Faiths & Pantheons, Demihuman Deities",
"Deep Sashelas","Intermediate deity/Lesser deity","Chaotic Good","creation, knowledge, music, oceans, Sea elves, underwater and sea elven beauty, water magic","Stormwrack, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Complete Divine, Faiths & Pantheons, Defenders of the Faith, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Deities & Demigods (First Edition)",
"Delleb","Lesser deity","Lawful Good","intellect, reason, study, written lore","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Dragon magazine #263 - The Oeridian Lesser Gods, Warriors of Heaven, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Demeter","Lesser deity/Intermediate deity","Neutral (Neutral Good)","agriculture","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Demogorgon","Lesser deity","Chaotic Evil","Domination, Energy drain","On Hallowed Ground, Monster Mythology",
"Demyuritas","divine level unknown","not listed","Esthetics","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Deneir","Lesser deity/Demigod","Neutral Good","cartography, Glyphs, images, literacy, literature, pictorial and literary art, scribes","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Dennari","Lesser deity","Chaotic Good","Earth, liberation, suffering","Deities & Demigods (Third Edition)",
"Devi","divine level unknown","not listed","energy","Gods, Demi-Gods & Heroes",
"Devourer, The","divine level unknown","Neutral Evil","Destructive power of nature","Eberron Campaign Setting",
"Diancastra","Demigoddess","Chaotic Good","impudence, pleasure, Trickery, wit","On Hallowed Ground, Monster Mythology",
"Diancecht (Dian Cecht) (Dioncecht)","Intermediate deity/Lesser deity","Neutral Good (Lawful Good)","Medicine and healing","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #65 - Tuatha De Danann, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Diinkarazan","Demigod","Chaotic Evil","vengeance","On Hallowed Ground, Monster Mythology",
"Diirinka","Intermediate deity","Chaotic Evil","cruelty, Derro, knowledge, magic, savants","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Monster Mythology",
"Dionysus","Intermediate deity/Greater deity","Chaotic Neutral","fertility, madness, mirth, theater, wine","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Diulanna","Lesser deity","Neutral Good","determination, Willpower","Warriors of Heaven",
"Divis Imperator","Demigods","Varied","any Roman-style ruler or government. Caligula: Insanity, armies, Augustus: The Empire and the emperors; by extension, beneficent rulers. Hadrian: Travelers., cuckolded husbands. Vespasian: Generals, evil, good order, history and historians, military matters. Antoninus Pius: Peace, murderers. Claudius: Sages, poisoners","Dragon magazine #133 - The Imperial Gods",
"Djaea","Greater deity","Neutral Good","growth, Worlds","Warriors of Heaven",
"Djanggawul, The","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Djunggun","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Dol Arrah","divine level unknown","Lawful Good","Honorable combat, self-sacrifice, sunlight","Eberron Campaign Setting",
